EnrollmentID,UserID,CourseID,grade,completed,progress
00137,EMP029,COR0352,0,False,55
00138,EMP029,COR0007,96,True,100
00139,EMP029,COR1359,96,True,100
00140,EMP030,COR0825,91,True,100
00141,EMP030,COR1322,88,True,100
00142,EMP030,COR1389,90,True,100
00143,EMP030,COR1343,71,True,100
00144,EMP031,COR0733,87,True,100
00145,EMP031,COR1838,85,True,100
00146,EMP031,COR0131,84,True,100
00147,EMP032,COR0182,73,True,100
00148,EMP032,COR1304,93,True,100
00149,EMP032,COR1487,77,True,100
00150,EMP033,COR0878,0,False,33
00151,EMP033,COR0416,100,True,100
00152,EMP033,COR1416,79,True,100
00153,EMP034,COR0165,70,True,100
00154,EMP034,COR0843,92,True,100
00155,EMP034,COR1665,79,True,100
00156,EMP035,COR0155,73,True,100
00157,EMP035,COR1504,0,False,85
00158,EMP035,COR1603,99,True,100
00159,EMP035,COR0585,83,True,100
00160,EMP036,COR0305,79,True,100
00161,EMP036,COR0272,80,True,100
00162,EMP036,COR1883,80,True,100
00163,EMP037,COR0656,75,True,100
00164,EMP037,COR1284,82,True,100
00165,EMP037,COR1921,0,False,40
00166,EMP037,COR0858,0,False,77
00167,EMP037,COR1706,71,True,100
00168,EMP037,COR0732,0,False,69
00169,EMP037,COR1283,81,True,100
00170,EMP038,COR0187,71,True,100
00171,EMP038,COR0728,88,True,100
00172,EMP038,COR1523,98,True,100
00173,EMP038,COR0070,88,True,100
00174,EMP038,COR1064,78,True,100
00175,EMP039,COR1007,0,False,25
00176,EMP039,COR0636,0,False,76
00177,EMP039,COR0523,89,True,100
00178,EMP039,COR0049,82,True,100
00179,EMP039,COR1101,70,True,100
00180,EMP039,COR0687,97,True,100
00181,EMP040,COR0609,76,True,100
00182,EMP040,COR1598,82,True,100
00183,EMP040,COR0290,83,True,100
00184,EMP040,COR0417,0,False,40
00185,EMP040,COR0943,70,True,100
00186,EMP040,COR1049,95,True,100
00187,EMP040,COR1416,84,True,100
00188,EMP041,COR1723,70,True,100
00189,EMP041,COR0463,96,True,100
00190,EMP041,COR1546,78,True,100
00191,EMP042,COR0203,90,True,100
00192,EMP042,COR0048,98,True,100
00193,EMP042,COR1973,0,False,39
00194,EMP042,COR1630,0,False,77
00195,EMP043,COR1437,76,True,100
00196,EMP043,COR0867,96,True,100
00197,EMP043,COR1450,94,True,100
00198,EMP043,COR0846,94,True,100
00199,EMP044,COR0084,90,True,100
00200,EMP044,COR1140,94,True,100
00201,EMP044,COR1839,94,True,100
00202,EMP044,COR0718,83,True,100
00203,EMP044,COR1869,70,True,100
00204,EMP045,COR0207,74,True,100
00205,EMP045,COR0683,71,True,100
00206,EMP045,COR0153,0,False,20
00207,EMP046,COR0016,79,True,100
00208,EMP046,COR0191,77,True,100
00209,EMP046,COR1057,0,False,51
00210,EMP046,COR0562,0,False,58
00211,EMP046,COR0090,77,True,100
00212,EMP046,COR1257,76,True,100
00213,EMP046,COR1236,90,True,100
00214,EMP047,COR0541,99,True,100
00215,EMP047,COR1776,86,True,100
00216,EMP047,COR0158,93,True,100
00217,EMP047,COR0076,78,True,100
00218,EMP048,COR0050,100,True,100
00219,EMP048,COR1343,93,True,100
00220,EMP048,COR0342,79,True,100
00221,EMP049,COR0326,0,False,17
00222,EMP049,COR1936,0,False,34
00223,EMP049,COR1764,74,True,100
00224,EMP049,COR1240,88,True,100
00225,EMP049,COR1235,97,True,100
00226,EMP049,COR1549,80,True,100
00227,EMP050,COR1399,89,True,100
00228,EMP050,COR1209,92,True,100
00229,EMP050,COR0727,0,False,67
00230,EMP050,COR0298,73,True,100
00231,EMP051,COR0759,89,True,100
00232,EMP051,COR0872,100,True,100
00233,EMP051,COR1780,74,True,100
00234,EMP051,COR1047,0,False,67
00235,EMP052,COR0983,80,True,100
00236,EMP052,COR0536,70,True,100
00237,EMP052,COR1886,0,False,18
00238,EMP052,COR0870,72,True,100
00239,EMP052,COR1819,75,True,100
00240,EMP053,COR0441,78,True,100
00241,EMP053,COR0794,91,True,100
00242,EMP053,COR1335,0,False,79
00243,EMP053,COR0201,77,True,100
00244,EMP053,COR0627,86,True,100
00245,EMP053,COR0653,95,True,100
00246,EMP053,COR1397,81,True,100
00247,EMP054,COR1376,100,True,100
00248,EMP054,COR1344,99,True,100
00249,EMP054,COR1334,70,True,100
00250,EMP054,COR1577,91,True,100
00251,EMP054,COR1936,71,True,100
00252,EMP055,COR0253,97,True,100
00253,EMP055,COR0905,80,True,100
00254,EMP055,COR1294,94,True,100
00255,EMP055,COR0194,93,True,100
00256,EMP056,COR0577,78,True,100
00257,EMP056,COR0066,79,True,100
00258,EMP056,COR1775,70,True,100
00259,EMP056,COR1175,98,True,100
00260,EMP056,COR1219,79,True,100
00261,EMP057,COR1464,75,True,100
00262,EMP057,COR1647,71,True,100
00263,EMP057,COR0281,100,True,100
00264,EMP058,COR0496,0,False,34
00265,EMP058,COR1094,95,True,100
00266,EMP058,COR0316,94,True,100
00267,EMP058,COR1814,0,False,50
00268,EMP058,COR0479,86,True,100
00269,EMP059,COR1611,73,True,100
00270,EMP059,COR0719,0,False,36
00271,EMP059,COR1633,95,True,100
00272,EMP060,COR0991,79,True,100
00273,EMP060,COR1344,84,True,100
00274,EMP060,COR0514,74,True,100
00275,EMP060,COR1902,91,True,100
00276,EMP061,COR1906,71,True,100
00277,EMP061,COR0016,92,True,100
00278,EMP061,COR1895,88,True,100
00279,EMP061,COR1597,0,False,57
00280,EMP061,COR1656,0,False,52
00281,EMP062,COR0223,100,True,100
00282,EMP062,COR1137,73,True,100
00283,EMP062,COR0284,88,True,100
00284,EMP063,COR0136,0,False,54
00285,EMP063,COR1218,83,True,100
00286,EMP063,COR1123,0,False,57
00287,EMP064,COR0109,73,True,100
00288,EMP064,COR1141,94,True,100
00289,EMP064,COR1616,78,True,100
00290,EMP064,COR0806,70,True,100
00291,EMP064,COR0534,0,False,23
00292,EMP064,COR0105,90,True,100
00293,EMP064,COR0476,82,True,100
00294,EMP065,COR0170,82,True,100
00295,EMP065,COR1369,82,True,100
00296,EMP065,COR1353,95,True,100
00297,EMP066,COR1452,88,True,100
00298,EMP066,COR1736,85,True,100
00299,EMP066,COR1681,0,False,41
00300,EMP066,COR1874,91,True,100
00301,EMP066,COR0202,0,False,38
00302,EMP066,COR1796,76,True,100
00303,EMP067,COR1310,0,False,90
00304,EMP067,COR1415,97,True,100
00305,EMP067,COR0521,88,True,100
00306,EMP067,COR1390,0,False,8
00307,EMP067,COR1728,79,True,100
00308,EMP067,COR1618,75,True,100
00309,EMP068,COR0486,99,True,100
00310,EMP068,COR0391,82,True,100
00311,EMP068,COR1930,80,True,100
00312,EMP068,COR0283,73,True,100
00313,EMP068,COR0055,92,True,100
00314,EMP069,COR0402,77,True,100
00315,EMP069,COR1173,86,True,100
00316,EMP069,COR1196,90,True,100
00317,EMP069,COR1555,90,True,100
00318,EMP069,COR1996,100,True,100
00319,EMP070,COR1729,0,False,28
00320,EMP070,COR0236,90,True,100
00321,EMP070,COR0980,95,True,100
00322,EMP070,COR1801,78,True,100
00323,EMP070,COR0490,87,True,100
00324,EMP071,COR0304,90,True,100
00325,EMP071,COR0637,80,True,100
00326,EMP071,COR0553,83,True,100
00327,EMP072,COR0856,0,False,9
00328,EMP072,COR1196,74,True,100
00329,EMP072,COR1274,77,True,100
00330,EMP072,COR1712,76,True,100
00331,EMP072,COR1597,77,True,100
00332,EMP073,COR1869,71,True,100
00333,EMP073,COR0319,92,True,100
00334,EMP073,COR0920,82,True,100
00335,EMP073,COR0385,88,True,100
00336,EMP073,COR1872,81,True,100
00337,EMP074,COR0433,81,True,100
00338,EMP074,COR0576,98,True,100
00339,EMP074,COR1358,85,True,100
00340,EMP074,COR1915,79,True,100
00341,EMP074,COR1110,87,True,100
00342,EMP074,COR0596,86,True,100
00343,EMP075,COR1122,81,True,100
00344,EMP075,COR1768,77,True,100
00345,EMP075,COR0492,93,True,100
00346,EMP075,COR1224,71,True,100
00347,EMP075,COR1221,0,False,98
00348,EMP075,COR1818,0,False,50
00349,EMP076,COR0451,75,True,100
00350,EMP076,COR1961,0,False,4
00351,EMP076,COR1578,0,False,61
00352,EMP077,COR0011,93,True,100
00353,EMP077,COR0459,0,False,46
00354,EMP077,COR1360,0,False,31
00355,EMP077,COR1338,73,True,100
00356,EMP077,COR0104,98,True,100
00357,EMP078,COR0621,85,True,100
00358,EMP078,COR0253,77,True,100
00359,EMP078,COR1646,0,False,12
00360,EMP078,COR0101,96,True,100
00361,EMP078,COR1032,87,True,100
00362,EMP079,COR1154,96,True,100
00363,EMP079,COR0824,90,True,100
00364,EMP079,COR0823,72,True,100
00365,EMP080,COR1345,82,True,100
00366,EMP080,COR0804,80,True,100
00367,EMP080,COR0740,0,False,71
00368,EMP080,COR1680,74,True,100
00369,EMP080,COR0037,87,True,100
00370,EMP081,COR1169,82,True,100
00371,EMP081,COR1299,74,True,100
00372,EMP081,COR1455,78,True,100
00373,EMP082,COR0150,79,True,100
00374,EMP082,COR0544,90,True,100
00375,EMP082,COR1986,84,True,100
00376,EMP082,COR1886,98,True,100
00377,EMP082,COR1424,73,True,100
00378,EMP082,COR0331,98,True,100
00379,EMP083,COR0186,74,True,100
00380,EMP083,COR0242,91,True,100
00381,EMP083,COR1978,81,True,100
00382,EMP083,COR0567,78,True,100
00383,EMP083,COR0427,74,True,100
00384,EMP083,COR0807,94,True,100
00385,EMP084,COR0321,0,False,75
00386,EMP084,COR1945,71,True,100
00387,EMP084,COR0335,78,True,100
00388,EMP084,COR1681,73,True,100
00389,EMP084,COR0960,92,True,100
00390,EMP085,COR0359,89,True,100
00391,EMP085,COR0710,96,True,100
00392,EMP085,COR1610,99,True,100
00393,EMP085,COR0760,82,True,100
00394,EMP085,COR0995,74,True,100
00395,EMP086,COR1716,83,True,100
00396,EMP086,COR0231,89,True,100
00397,EMP086,COR1592,86,True,100
00398,EMP086,COR1983,80,True,100
00399,EMP087,COR0713,100,True,100
00400,EMP087,COR1337,0,False,93
00401,EMP087,COR0003,0,False,86
00402,EMP087,COR1364,74,True,100
00403,EMP087,COR0957,0,False,22
00404,EMP087,COR1215,99,True,100
00405,EMP087,COR0809,0,False,92
00406,EMP088,COR0375,95,True,100
00407,EMP088,COR0291,92,True,100
00408,EMP088,COR1950,0,False,63
00409,EMP089,COR0829,95,True,100
00410,EMP089,COR1842,85,True,100
00411,EMP089,COR0685,93,True,100
00412,EMP089,COR1580,0,False,44
00413,EMP089,COR1341,0,False,90
00414,EMP089,COR0930,0,False,24
00415,EMP089,COR0604,76,True,100
00416,EMP090,COR0249,93,True,100
00417,EMP090,COR0409,72,True,100
00418,EMP090,COR1268,95,True,100
00419,EMP090,COR0104,73,True,100
00420,EMP090,COR0200,82,True,100
00421,EMP090,COR0108,81,True,100
00422,EMP090,COR1918,0,False,45
00423,EMP091,COR1792,92,True,100
00424,EMP091,COR0878,99,True,100
00425,EMP091,COR0613,74,True,100
00426,EMP091,COR1742,0,False,94
00427,EMP091,COR0197,0,False,47
00428,EMP092,COR0248,0,False,96
00429,EMP092,COR1508,75,True,100
00430,EMP092,COR0683,0,False,44
00431,EMP092,COR1068,81,True,100
00432,EMP092,COR0471,80,True,100
00433,EMP092,COR0570,90,True,100
00434,EMP092,COR1965,90,True,100
00435,EMP093,COR0812,87,True,100
00436,EMP093,COR0184,100,True,100
00437,EMP093,COR0857,83,True,100
00438,EMP093,COR1429,0,False,62
00439,EMP094,COR1111,92,True,100
00440,EMP094,COR0632,78,True,100
00441,EMP094,COR0767,74,True,100
00442,EMP094,COR0101,0,False,22
00443,EMP094,COR1735,100,True,100
00444,EMP094,COR1583,0,False,68
00445,EMP095,COR1176,72,True,100
00446,EMP095,COR1921,90,True,100
00447,EMP095,COR0632,99,True,100
00448,EMP095,COR0321,71,True,100
00449,EMP095,COR1399,71,True,100
00450,EMP096,COR1482,98,True,100
00451,EMP096,COR1978,79,True,100
00452,EMP096,COR0368,72,True,100
00453,EMP096,COR0559,94,True,100
00454,EMP097,COR0197,84,True,100
00455,EMP097,COR1728,88,True,100
00456,EMP097,COR1736,99,True,100
00457,EMP097,COR0072,77,True,100
00458,EMP098,COR1057,72,True,100
00459,EMP098,COR0247,72,True,100
00460,EMP098,COR0978,80,True,100
00461,EMP099,COR1058,0,False,63
00462,EMP099,COR1352,0,False,86
00463,EMP099,COR0019,0,False,88
00464,EMP099,COR1632,0,False,13
00465,EMP099,COR0805,89,True,100
00466,EMP099,COR0322,73,True,100
00467,EMP099,COR1109,90,True,100
00468,EMP100,COR1722,97,True,100
00469,EMP100,COR0189,91,True,100
00470,EMP100,COR1850,0,False,43
00471,EMP100,COR0207,0,False,17
00472,EMP100,COR0037,91,True,100
00473,EMP100,COR1306,97,True,100
00474,EMP100,COR1299,0,False,5
00475,EMP101,COR1820,87,True,100
00476,EMP101,COR0887,72,True,100
00477,EMP101,COR1338,89,True,100
00478,EMP102,COR0222,87,True,100
00479,EMP102,COR1987,90,True,100
00480,EMP102,COR1928,0,False,27
00481,EMP102,COR0684,0,False,0
00482,EMP102,COR1322,100,True,100
00483,EMP102,COR0106,83,True,100
00484,EMP102,COR1440,86,True,100
00485,EMP103,COR0042,92,True,100
00486,EMP103,COR1388,0,False,77
00487,EMP103,COR1632,72,True,100
00488,EMP103,COR1952,0,False,21
00489,EMP104,COR0787,73,True,100
00490,EMP104,COR0986,86,True,100
00491,EMP104,COR0751,0,False,54
00492,EMP104,COR1370,72,True,100
00493,EMP104,COR1462,91,True,100
00494,EMP105,COR1516,75,True,100
00495,EMP105,COR1408,84,True,100
00496,EMP105,COR0321,79,True,100
00497,EMP106,COR0402,75,True,100
00498,EMP106,COR1346,83,True,100
00499,EMP106,COR0018,83,True,100
00500,EMP106,COR1470,0,False,43
00501,EMP106,COR0193,74,True,100
00502,EMP106,COR1069,0,False,25
00503,EMP106,COR0543,72,True,100
00504,EMP107,COR0105,87,True,100
00505,EMP107,COR0991,71,True,100
00506,EMP107,COR0639,100,True,100
00507,EMP107,COR0327,0,False,38
00508,EMP107,COR0630,0,False,85
00509,EMP107,COR0857,96,True,100
00510,EMP107,COR0044,86,True,100
00511,EMP108,COR1810,76,True,100
00512,EMP108,COR1516,85,True,100
00513,EMP108,COR0649,80,True,100
00514,EMP108,COR1724,87,True,100
00515,EMP108,COR0200,100,True,100
00516,EMP109,COR1468,74,True,100
00517,EMP109,COR1961,99,True,100
00518,EMP109,COR1702,72,True,100
00519,EMP109,COR1855,87,True,100
00520,EMP110,COR1627,70,True,100
00521,EMP110,COR1242,0,False,65
00522,EMP110,COR0812,0,False,1
00523,EMP110,COR1317,92,True,100
00524,EMP110,COR0212,93,True,100
00525,EMP110,COR0711,100,True,100
00526,EMP110,COR1960,96,True,100
00527,EMP111,COR1584,79,True,100
00528,EMP111,COR0826,95,True,100
00529,EMP111,COR1993,83,True,100
00530,EMP112,COR0752,100,True,100
00531,EMP112,COR1184,82,True,100
00532,EMP112,COR1515,93,True,100
00533,EMP113,COR0806,93,True,100
00534,EMP113,COR1067,90,True,100
00535,EMP113,COR0501,74,True,100
00536,EMP113,COR0357,99,True,100
00537,EMP113,COR1653,98,True,100
00538,EMP113,COR0160,86,True,100
00539,EMP114,COR1019,91,True,100
00540,EMP114,COR0548,88,True,100
00541,EMP114,COR0662,91,True,100
00542,EMP114,COR0597,79,True,100
00543,EMP114,COR0996,78,True,100
00544,EMP114,COR1639,72,True,100
00545,EMP114,COR1433,95,True,100
00546,EMP115,COR1536,0,False,31
00547,EMP115,COR1433,74,True,100
00548,EMP115,COR1996,97,True,100
00549,EMP115,COR1429,85,True,100
00550,EMP115,COR1024,95,True,100
00551,EMP115,COR0004,100,True,100
00552,EMP116,COR0180,80,True,100
00553,EMP116,COR0644,98,True,100
00554,EMP116,COR1572,71,True,100
00555,EMP116,COR1680,0,False,40
00556,EMP116,COR0874,76,True,100
00557,EMP116,COR1489,0,False,87
00558,EMP116,COR1733,79,True,100
00559,EMP117,COR0446,94,True,100
00560,EMP117,COR0008,0,False,75
00561,EMP117,COR1280,0,False,25
00562,EMP117,COR0616,0,False,25
00563,EMP118,COR1064,73,True,100
00564,EMP118,COR0491,76,True,100
00565,EMP118,COR0629,97,True,100
00566,EMP118,COR0129,85,True,100
00567,EMP118,COR1351,76,True,100
00568,EMP119,COR0935,91,True,100
00569,EMP119,COR1761,86,True,100
00570,EMP119,COR0040,0,False,57
00571,EMP120,COR0647,85,True,100
00572,EMP120,COR1552,81,True,100
00573,EMP120,COR0316,90,True,100
00574,EMP120,COR1396,73,True,100
00575,EMP120,COR0212,100,True,100
00576,EMP120,COR1337,100,True,100
00577,EMP120,COR0792,72,True,100
00578,EMP121,COR0807,0,False,69
00579,EMP121,COR1565,95,True,100
00580,EMP121,COR0418,86,True,100
00581,EMP121,COR1045,0,False,63
00582,EMP122,COR1844,81,True,100
00583,EMP122,COR1361,75,True,100
00584,EMP122,COR1886,88,True,100
00585,EMP123,COR0462,93,True,100
00586,EMP123,COR1755,0,False,21
00587,EMP123,COR1718,75,True,100
00588,EMP123,COR0304,76,True,100
00589,EMP123,COR1198,94,True,100
00590,EMP123,COR0303,0,False,25
00591,EMP123,COR0200,86,True,100
00592,EMP124,COR1942,74,True,100
00593,EMP124,COR1985,85,True,100
00594,EMP124,COR1033,81,True,100
00595,EMP124,COR1891,82,True,100
00596,EMP125,COR0033,74,True,100
00597,EMP125,COR0429,78,True,100
00598,EMP125,COR0226,91,True,100
00599,EMP125,COR1506,91,True,100
00600,EMP126,COR0411,87,True,100
00601,EMP126,COR1222,0,False,5
00602,EMP126,COR0016,96,True,100
00603,EMP126,COR0611,0,False,54
00604,EMP126,COR1076,89,True,100
00605,EMP127,COR0195,85,True,100
00606,EMP127,COR1148,91,True,100
00607,EMP127,COR0697,99,True,100
00608,EMP127,COR0035,98,True,100
00609,EMP127,COR1412,74,True,100
00610,EMP127,COR1301,93,True,100
00611,EMP127,COR0096,100,True,100
00612,EMP128,COR0775,79,True,100
00613,EMP128,COR1562,100,True,100
00614,EMP128,COR1754,73,True,100
00615,EMP128,COR1059,73,True,100
00616,EMP128,COR1452,0,False,86
00617,EMP128,COR0200,86,True,100
00618,EMP128,COR1137,97,True,100
00619,EMP129,COR1998,93,True,100
00620,EMP129,COR0144,0,False,85
00621,EMP129,COR0487,74,True,100
00622,EMP130,COR1723,78,True,100
00623,EMP130,COR0063,0,False,16
00624,EMP130,COR1599,0,False,39
00625,EMP130,COR0427,85,True,100
00626,EMP131,COR0818,96,True,100
00627,EMP131,COR0838,73,True,100
00628,EMP131,COR0228,99,True,100
00629,EMP131,COR1879,98,True,100
00630,EMP132,COR0533,76,True,100
00631,EMP132,COR1094,0,False,82
00632,EMP132,COR1924,90,True,100
00633,EMP132,COR0933,94,True,100
00634,EMP132,COR0289,94,True,100
00635,EMP132,COR0398,80,True,100
00636,EMP133,COR1926,81,True,100
00637,EMP133,COR1549,83,True,100
00638,EMP133,COR0654,100,True,100
00639,EMP133,COR1577,74,True,100
00640,EMP133,COR1519,98,True,100
00641,EMP133,COR1805,84,True,100
00642,EMP133,COR1455,95,True,100
00643,EMP134,COR0329,96,True,100
00644,EMP134,COR1170,82,True,100
00645,EMP134,COR0790,92,True,100
00646,EMP135,COR1398,90,True,100
00647,EMP135,COR1335,92,True,100
00648,EMP135,COR1220,0,False,32
00649,EMP135,COR0519,95,True,100
00650,EMP135,COR1343,86,True,100
00651,EMP135,COR1898,100,True,100
00652,EMP135,COR0347,98,True,100
00653,EMP136,COR1483,77,True,100
00654,EMP136,COR0859,73,True,100
00655,EMP136,COR1602,95,True,100
00656,EMP136,COR1439,97,True,100
00657,EMP136,COR0115,81,True,100
00658,EMP136,COR1889,75,True,100
00659,EMP136,COR0371,93,True,100
00660,EMP137,COR0172,70,True,100
00661,EMP137,COR1432,0,False,74
00662,EMP137,COR0604,88,True,100
00663,EMP137,COR0820,78,True,100
00664,EMP137,COR1028,81,True,100
00665,EMP138,COR1451,75,True,100
00666,EMP138,COR1347,71,True,100
00667,EMP138,COR0326,0,False,22
00668,EMP138,COR1976,84,True,100
00669,EMP138,COR1282,86,True,100
00670,EMP138,COR1541,86,True,100
00671,EMP139,COR0914,87,True,100
00672,EMP139,COR0584,0,False,57
00673,EMP139,COR0921,0,False,80
00674,EMP139,COR0954,82,True,100
00675,EMP140,COR0748,0,False,27
00676,EMP140,COR1576,90,True,100
00677,EMP140,COR0464,70,True,100
00678,EMP140,COR0019,94,True,100
00679,EMP140,COR0992,86,True,100
00680,EMP140,COR0796,84,True,100
00681,EMP140,COR1600,92,True,100
00682,EMP141,COR1905,89,True,100
00683,EMP141,COR0510,78,True,100
00684,EMP141,COR1098,75,True,100
00685,EMP141,COR1445,0,False,54
00686,EMP141,COR1508,98,True,100
00687,EMP141,COR1951,82,True,100
00688,EMP141,COR0612,95,True,100
00689,EMP142,COR0873,73,True,100
00690,EMP142,COR1897,99,True,100
00691,EMP142,COR0854,70,True,100
00692,EMP142,COR0365,0,False,79
00693,EMP142,COR1422,0,False,59
00694,EMP142,COR1255,0,False,64
00695,EMP142,COR1507,82,True,100
00696,EMP143,COR0573,95,True,100
00697,EMP143,COR1364,86,True,100
00698,EMP143,COR1994,98,True,100
00699,EMP144,COR1774,85,True,100
00700,EMP144,COR0710,89,True,100
00701,EMP144,COR0444,99,True,100
00702,EMP144,COR0178,73,True,100
00703,EMP144,COR0403,74,True,100
00704,EMP144,COR0163,0,False,30
00705,EMP145,COR0894,72,True,100
00706,EMP145,COR1698,81,True,100
00707,EMP145,COR0555,72,True,100
00708,EMP145,COR0195,77,True,100
00709,EMP145,COR1559,0,False,24
00710,EMP145,COR0201,77,True,100
00711,EMP146,COR0969,85,True,100
00712,EMP146,COR1606,94,True,100
00713,EMP146,COR0879,93,True,100
00714,EMP146,COR0489,0,False,25
00715,EMP146,COR0773,70,True,100
00716,EMP146,COR0657,92,True,100
00717,EMP147,COR0378,84,True,100
00718,EMP147,COR0366,73,True,100
00719,EMP147,COR1610,86,True,100
00720,EMP147,COR0060,92,True,100
00721,EMP147,COR1705,93,True,100
00722,EMP147,COR1671,79,True,100
00723,EMP148,COR1106,96,True,100
00724,EMP148,COR1927,0,False,80
00725,EMP148,COR0830,91,True,100
00726,EMP148,COR0561,97,True,100
00727,EMP148,COR1013,99,True,100
00728,EMP148,COR0185,88,True,100
00729,EMP149,COR0823,0,False,49
00730,EMP149,COR1228,89,True,100
00731,EMP149,COR0087,87,True,100
00732,EMP149,COR1499,75,True,100
00733,EMP149,COR1117,86,True,100
00734,EMP149,COR1521,70,True,100
